409	3	51
1	0.05	0.01
1	1	10	3	1	2	D
2	3	17	1	5	2	A
3	6	19	4	3	2	B
4	11	10	4	2	1	A
5	14	19	3	4	1	C
6	18	23	3	3	3	B
7	22	26	2	5	2	C
8	23	13	1	2	1	C
9	25	13	2	5	2	B
10	25	15	2	4	3	C
11	30	22	3	1	2	A
12	30	27	2	5	1	C
13	35	16	3	5	3	A
14	40	17	1	4	2	C
15	41	27	4	5	1	C
16	43	14	5	3	3	A
17	43	13	3	2	2	C
18	44	17	2	2	1	A
19	48	23	5	5	3	C
20	50	27	5	1	2	C
21	51	17	5	4	2	C
22	54	16	1	3	1	C
23	56	20	4	4	2	A
24	59	25	3	4	2	C
25	61	13	2	4	1	D
26	61	19	4	5	1	B
27	63	25	5	5	1	C
28	65	14	5	2	2	D
29	66	12	4	1	1	A
30	69	23	5	3	3	B
31	71	11	1	3	1	C
32	72	16	2	2	1	B
33	73	20	1	3	2	A
34	75	19	2	2	3	A
35	80	13	1	1	2	B
36	85	11	1	2	2	B
37	90	15	2	4	2	A
38	91	26	4	1	1	B
39	95	22	4	3	1	C
40	96	28	3	4	1	A
41	97	25	4	4	1	B
42	102	14	2	5	2	B
43	104	26	2	5	1	B
44	106	19	3	1	1	C
45	111	23	4	4	3	B
46	111	24	4	5	3	C
47	112	11	5	1	1	C
48	113	29	2	2	2	D
49	117	18	1	2	1	C
50	119	17	3	5	1	C
-1
